doi,articleType,citationStyle,citationStringAnnotated
10.3109/08039488.2013.772234,3,0,"<author><family>JÃ¶rgensen</family>, <given>Lena</given>, <family>Allebeck</family>, <given>Peter</given> and <family>Dalman</family>, <given>Christina</given></author> (<issued><year>2013</year></issued>) <title>â€œPrevalence of psychoses in Stockholm Countyâ€”A population-based study using comprehensive healthcare registers.â€</title> <container-title>Nordic Journal of Psychiatry</container-title>, <volume>68</volume>(<issue>1</issue>), pp. <page>60â€“65</page>. [online] Available from: <URL>http://dx.doi.org/10.3109/08039488.2013.772234</URL>"
10.1109/asic.1993.410773,22,0,"<author><family>Mar</family>, <given>M.F.</given> and <family>Brodersen</family>, <given>R.W.</given></author> (n.d.) <title>â€œSimulation techniques for systems with oversampling A/D converters,â€</title> in <container-title>Sixth Annual IEEE International ASIC Conference and Exhibit</container-title>, <publisher>IEEE</publisher>. [online] Available from: <URL>http://dx.doi.org/10.1109/asic.1993.410773</URL>"
10.1111/j.1471-6712.2009.00762.x,3,0,"<author><family>Christianson</family>, <given>Monica</given>, <family>Berglin</family>, <given>BjÃ¶rn</given> and <family>Johansson</family>, <given>Eva Elisabeth</given></author> (<issued><year>2010</year></issued>) <title>â€œâ€˜It should be an ordinary thingâ€™- a qualitative study about young peopleâ€™s experiences of taking the HIV-test and receiving the test resultâ€</title>. <container-title>Scandinavian Journal of Caring Sciences</container-title>, <volume>24</volume>(<issue>4</issue>), pp. <page>678â€“683</page>. [online] Available from: <URL>http://dx.doi.org/10.1111/j.1471-6712.2009.00762.x</URL>"
10.1097/01.aog.0000447064.40330.15,3,0,"<author><family>Kuhlmann</family>, <given>Zachary C.</given>, <family>Ahlers-Schmidt</family>, <given>Carolyn R.</given>, <family>Kuhlmann</family>, <given>Stephanie</given>, <family>Schunn</family>, <given>Christy</given> and <family>Rosell</family>, <given>Jon</given></author> (<issued><year>2014</year></issued>) <title>â€œTo Improve Safe Sleep, More Emphasis Should Be Placed on Removing Inappropriate Items From Cribs.â€</title> <container-title>Obstetrics & Gynecology</container-title>, <volume>123</volume>, p. <page>115S</page>. [online] Available from: <URL>http://dx.doi.org/10.1097/01.aog.0000447064.40330.15</URL>"
10.1021/acs.nanolett.8b03085,3,0,"<author><family>Yin</family>, <given>Zhe</given>, <family>Jian</family>, <given>Muqiang</given>, <family>Wang</family>, <given>Chunya</given>, <family>Xia</family>, <given>Kailun</given>, et al.</author> (<issued><year>2018</year></issued>) <title>â€œSplash-Resistant and Light-Weight Silk-Sheathed Wires for Textile Electronics.â€</title> <container-title>Nano Letters</container-title>, <volume>18</volume>(<issue>11</issue>), pp. <page>7085â€“7091</page>. [online] Available from: <URL>http://dx.doi.org/10.1021/acs.nanolett.8b03085</URL>"
10.1136/bmj.2.2085.1747-a,3,0,"<author><family>Ross</family>, <given>F. W. F.</given></author> (<issued><year>1900</year></issued>) <title>â€œMyosin Albumen in Failure of the Heart in the Aged.â€</title> <container-title>BMJ</container-title>, <volume>2</volume>(<issue>2085</issue>), pp. <page>1747â€“1748</page>. [online] Available from: <URL>http://dx.doi.org/10.1136/bmj.2.2085.1747-a</URL>"
10.1016/s0090-8258(03)00472-4,3,0,"<author><family>Stuart</family>, <given>Gavin C.E</given></author> (<issued><year>2003</year></issued>) <title>â€œFirst-line treatment regimens and the role of consolidation therapy in advanced ovarian cancer.â€</title> <container-title>Gynecologic Oncology</container-title>, <volume>90</volume>(<issue>3</issue>), pp. <page>S8â€“S15</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/s0090-8258(03)00472-4</URL>"
10.1007/978-0-387-73657-0_203,7,0,"<author><family>Reddy</family>, <given>P. Anantha</given>, <family>Lewin</family>, <given>Anita H.</given> and <family>Schiller</family>, <given>Peter W.</given></author> (<issued><year>2009</year></issued>) <title>â€œSynthesis and Pharmacological Evaluation of Highly Potent [Dmt1]DALDA Analogs,â€</title> in <container-title>Advances in Experimental Medicine and Biology</container-title>, <publisher>Springer New York</publisher>, pp. <page>473â€“474</page>. [online] Available from: <URL>http://dx.doi.org/10.1007/978-0-387-73657-0_203</URL>"
10.4135/9781446279168.n13,7,0,"<author><family>Bickhard</family>, <given>Mark</given></author> (n.d.) <title>â€œTroubles with Computationalism,â€</title> in <container-title>The Philosophy of Psychology</container-title>, <publisher>SAGE Publications Ltd</publisher>, pp. <page>173â€“183</page>. [online] Available from: <URL>http://dx.doi.org/10.4135/9781446279168.n13</URL>"
10.25126/jtiik.201632529,3,0,"<author><family>JTIIK</family>, <given>JTIIK</given></author> (<issued><year>2017</year></issued>) <container-title>Jurnal Teknologi Informasi dan Ilmu Komputer</container-title>, <volume>3</volume>(<issue>2</issue>). [online] Available from: <URL>http://dx.doi.org/10.25126/jtiik.201632529</URL>"
10.1006/jcis.1999.6604,3,0,"<author><family>Schaefer</family>, <given>Charles E.</given>, <family>DiCarlo</family>, <given>David A.</given> and <family>Blunt</family>, <given>Martin J.</given></author> (<issued><year>2000</year></issued>) <title>â€œDetermination of Water-Oil Interfacial Area during 3-Phase Gravity Drainage in Porous Media.â€</title> <container-title>Journal of Colloid and Interface Science</container-title>, <volume>221</volume>(<issue>2</issue>), pp. <page>308â€“312</page>. [online] Available from: <URL>http://dx.doi.org/10.1006/jcis.1999.6604</URL>"
10.1016/0006-2952(79)90651-8,3,0,"<author><family>Higgs</family>, <given>Gerald A.</given>, <family>Flower</family>, <given>Roderick J.</given> and <family>Vane</family>, <given>John R.</given></author> (<issued><year>1979</year></issued>) <title>â€œA new approach to anti-inflammatory drugs.â€</title> <container-title>Biochemical Pharmacology</container-title>, <volume>28</volume>(<issue>12</issue>), pp. <page>1959â€“1961</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/0006-2952(79)90651-8</URL>"
10.1515/9783110218756.475,7,0,"<author><family>Schliwski</family>, <given>Carsten</given></author> (<issued><year>2010</year></issued>) <title>â€œ1308 â€“ Kein interessantes Jahr? Das Jahr 1308 in jÃ¼dischen Chroniken und seine Bedeutung fÃ¼r die jÃ¼dische Geschichte und Geschichtsschreibung,â€</title> in <editor><family>Speer</family>, <given>A.</given> and <family>Wirmer</family>, <given>D.</given> (eds.)</editor>, <container-title>1308</container-title>, <publisher>De Gruyter</publisher>. [online] Available from: <URL>http://dx.doi.org/10.1515/9783110218756.475</URL>"
10.1039/c29690000452,3,0,"<author><family>Allen</family>, <given>F. H.</given>, <family>Neidle</family>, <given>S.</given> and <family>Rogers</family>, <given>D.</given></author> (<issued><year>1969</year></issued>) <title>â€œA reference list of organic structures whose absolute configurations have been determined by X-ray methods. Part 3.â€</title> <container-title>Journal of the Chemical Society D: Chemical Communications</container-title>, (<issue>9</issue>), p. <page>452</page>. [online] Available from: <URL>http://dx.doi.org/10.1039/c29690000452</URL>"
10.1371/journal.pone.0063751,3,0,"<author><family>Cordones</family>, <given>Isabel</given>, <family>GÃ³mez</family>, <given>Carlos M.</given> and <family>Escudero</family>, <given>Miguel</given></author> (<issued><year>2013</year></issued>) <title>â€œCortical Dynamics during the Preparation of Antisaccadic and Prosaccadic Eye Movements in Humans in a Gap Paradigmâ€</title> <editor><family>Arias-Carrion</family>, <given>O.</given> (ed.)</editor>. <container-title>PLoS ONE</container-title>, <volume>8</volume>(<issue>5</issue>), p. <page>e63751</page>. [online] Available from: <URL>http://dx.doi.org/10.1371/journal.pone.0063751</URL>"
10.1360/jos181756,3,0,"<author><family>WANG</family>, <given>Da-Yin</given></author> (<issued><year>2007</year></issued>) <title>â€œA Parallelizable Message Authentication Code.â€</title> <container-title>Journal of Software</container-title>, <volume>18</volume>(<issue>7</issue>), p. <page>1756</page>. [online] Available from: <URL>http://dx.doi.org/10.1360/jos181756</URL>"
10.20437/koaece21-5-05,3,0,"<author><family>Kim</family>, <given>Da-Rae</given></author> (<issued><year>2016</year></issued>) <title>â€œThe role of after school program teachers in 5 years old child-teacher interaction.â€</title> <container-title>The Journal of Korea Open Association for Early Childhood Education</container-title>, <volume>21</volume>(<issue>5</issue>), pp. <page>103â€“135</page>. [online] Available from: <URL>http://dx.doi.org/10.20437/koaece21-5-05</URL>"
10.1055/b-0034-65639,7,0,"<author><family>Sanna</family>, <given>Mario</given>, <family>Shin</family>, <given>Seung-Ho</given>, <family>Piazza</family>, <given>Paolo</given>, <family>Flanagan</family>, <given>Sean</given> and <family>Mancini</family>, <given>Fernando</given> (eds.)</author> (<issued><year>2013</year></issued>) <title>â€œClinical Cases,â€</title> in <container-title>Microsurgery of Skull Base Paragangliomas</container-title>, <publisher>Georg Thieme Verlag</publisher>. [online] Available from: <URL>http://dx.doi.org/10.1055/b-0034-65639</URL>"
10.1007/978-94-010-1563-9_15,7,0,"<author><family>Hussein</family>, <given>Fawzi</given></author> (<issued><year>1976</year></issued>) <title>â€œAmphibia and Reptiles,â€</title> in <container-title>Monographiae Biologicae</container-title>, <publisher>Springer Netherlands</publisher>, pp. <page>103â€“109</page>. [online] Available from: <URL>http://dx.doi.org/10.1007/978-94-010-1563-9_15</URL>"
10.1177/003693309003500502,3,0,"<author><family>Jennings</family>, <given>Paul</given></author> (<issued><year>1990</year></issued>) <title>â€œMicroalbuminuria in Diabetic Care.â€</title> <container-title>Scottish Medical Journal</container-title>, <volume>35</volume>(<issue>5</issue>), pp. <page>132â€“133</page>. [online] Available from: <URL>http://dx.doi.org/10.1177/003693309003500502</URL>"
10.1111/j.1365-3083.1984.tb00937.x,3,0,"<author><family>DAUPHINEE</family>, <given>M.J.</given> and <family>TALAL</family>, <given>N.</given></author> (<issued><year>1984</year></issued>) <title>â€œSuppression of Lymphoproliferation and Autoimmunity by Elimination of a Radiosensitive Bone Marrow Cell in Mice Bearing the lpr Gene.â€</title> <container-title>Scandinavian Journal of Immunology</container-title>, <volume>19</volume>(<issue>4</issue>), pp. <page>323â€“328</page>. [online] Available from: <URL>http://dx.doi.org/10.1111/j.1365-3083.1984.tb00937.x</URL>"
10.1007/s11077-009-9101-7,3,0,"<author><family>Dunlop</family>, <given>Claire A.</given></author> (<issued><year>2009</year></issued>) <title>â€œThe temporal dimension of knowledge and the limits of policy appraisal: biofuels policy in the UK.â€</title> <container-title>Policy Sciences</container-title>, <volume>43</volume>(<issue>4</issue>), pp. <page>343â€“363</page>. [online] Available from: <URL>http://dx.doi.org/10.1007/s11077-009-9101-7</URL>"
10.2307/631199,3,0,"<author><family>Roos</family>, <given>Paavo</given></author> (<issued><year>1982</year></issued>) <title>â€œDelphi. Fouilles de Delphes. Tome ii. Topographie et architecture. Le stade. By P. Aupert. RelevÃ©s et restaurations. By P. Aupert and O. Callot. Text and plans. Paris: de Boccard. 1979. Pp. x + 210, [46] plates, [3] text figs, [40] plans (some folding). Fr. 700.â€</title> <container-title>The Journal of Hellenic Studies</container-title>, <volume>102</volume>, pp. <page>281â€“282</page>. [online] Available from: <URL>http://dx.doi.org/10.2307/631199</URL>"
10.1002/aic.690400220,3,0,"<author><family>Scriven</family>, <given>L. E.</given></author> (<issued><year>1994</year></issued>) <title>â€œPorous media: Geometry and transport by Pierre M. Adler, butterworth-heinemann, stoneham, ma, 1992, 544 pp.â€</title> <container-title>AIChE Journal</container-title>, <volume>40</volume>(<issue>2</issue>), pp. <page>380â€“381</page>. [online] Available from: <URL>http://dx.doi.org/10.1002/aic.690400220</URL>"
10.1117/12.717684,22,0,"<author><family>Kramer</family>, <given>Lynda J.</given>, <family>Williams</family>, <given>Steven P.</given>, <family>Bailey</family>, <given>Randall E.</given> and <family>Glaab</family>, <given>Louis J.</given></author> (<issued><year>2007</year></issued>) <title>â€œSynthetic vision systems: operational considerations simulation experiment,â€</title> in <editor><family>Verly</family>, <given>J. G.</given> and <family>Guell</family>, <given>J. J.</given> (eds.)</editor>, <container-title>Enhanced and Synthetic Vision 2007</container-title>, <publisher>SPIE</publisher>. [online] Available from: <URL>http://dx.doi.org/10.1117/12.717684</URL>"
10.1017/cbo9780511563867.003,7,0,"<author><family>DeVault</family>, <given>Ileen A.</given></author> (n.d.) <title>â€œNarratives Serially Constructed and Lived: Ethnicity in Cross-Gender Strikes 1887â€“1903,â€</title> in <editor><family>Boris</family>, <given>E.</given> and <family>Janssens</family>, <given>A.</given> (eds.)</editor>, <container-title>Complicating Categories: Gender, Class, Race and Ethnicity</container-title>, <publisher>Cambridge University Press</publisher>, pp. <page>33â€“52</page>. [online] Available from: <URL>http://dx.doi.org/10.1017/cbo9780511563867.003</URL>"
10.4159/dlcl.ausonius-nuptial_cento.1919,8,0,<author><family>Ausonius</family></author> (<issued><year>1919</year></issued>) <title>â€œNuptial Cento.â€</title> <container-title>Digital Loeb Classical Library</container-title>. [online] Available from: <URL>http://dx.doi.org/10.4159/dlcl.ausonius-nuptial_cento.1919</URL>
10.1016/s0141-1187(98)00024-8,3,0,"<author><family>Oliveira</family>, <given>F.S.B.F.</given> and <family>Anastasiou</family>, <given>K.</given></author> (<issued><year>1998</year></issued>) <title>â€œAn efficient computational model for water wave propagation in coastal regions.â€</title> <container-title>Applied Ocean Research</container-title>, <volume>20</volume>(<issue>5</issue>), pp. <page>263â€“271</page>. [online] Available from: <URL>http://dx.doi.org/10.1016/s0141-1187(98)00024-8</URL>"
